model,seed,corruption,accuracy,NLL,ECE,Brier,predictive_entropy,initial_predictive_entropy,prediction_change_rate,mean_gate,mean_relative_effective_update
D1,1,fog,0.88994,0.4419968373060226,0.06788100307941437,0.1765638193178177,0.12944375398389296,0.1631791615956748,0.01120000000000001,0.06468174785258646,0.040356099803521506
D1,1,brightness,0.93874,0.24152056326389312,0.03698999282300472,0.09998849725723266,0.07823852165164251,0.09717243695635115,0.005160000000000009,0.03875355801693076,0.02397175051855653
D1,1,contrast,0.76594,1.0625571497058868,0.15259063770622014,0.37194451889514923,0.2402745015119901,0.3050943407316471,0.03083999999999998,0.12056925662623481,0.07594792494626992
D1,1,elastic_transform,0.85394,0.5791917992019653,0.09102652828335762,0.23447989591121673,0.16729690786446794,0.21073204745863505,0.015700000000000002,0.08360632975808543,0.05207899981319743
D1,1,pixelate,0.76506,1.113254278049469,0.16688957801759244,0.39070086380004887,0.20547549387873382,0.26595886621273357,0.024399999999999998,0.1045845301067671,0.0558046232857036
D1,1,jpeg_compression,0.79322,0.8483430110168457,0.13432933162093164,0.33470617512702944,0.2166943868146575,0.2791468758781999,0.021439999999999994,0.10977444145415512,0.06676729735266221
D1,1,speckle_noise,0.6369,1.8383250076520443,0.2718607645335793,0.6144089144510031,0.2687511302467296,0.34251892928880523,0.026560000000000007,0.13541267456353437,0.07791182485641912
D1,1,gaussian_blur,0.73966,1.1523688027906418,0.1721870056602359,0.41832176395893095,0.25818036007932854,0.3263566969927266,0.027739999999999987,0.12915586238671892,0.08647209306935312
D1,1,spatter,0.84514,0.6728836046886444,0.10438182723671198,0.2565593919014931,0.15469678542719995,0.19762539553578296,0.01472,0.07805383852635117,0.04486718511775685
D1,1,saturate,0.92074,0.31164823081970217,0.04951365200519562,0.12824682098865509,0.09403344677231013,0.11690134011500632,0.0066200000000000035,0.046607908425281445,0.028586736854609843
D1,2,gaussian_noise,0.4742,2.810885929756165,0.4018559271168709,0.8897578808403015,0.35799440998890614,0.4412103978056647,0.038900000000000025,0.17571873605123722,0.1040813270836497
D1,2,shot_noise,0.60186,2.0316796593236925,0.29343125597566366,0.6661191275072098,0.3049990035679599,0.37870526828671397,0.03304,0.1505962515172214,0.08911356999122115
D1,2,impulse_noise,0.53316,2.4980440442657468,0.36095511379778383,0.8004154848814011,0.317839384626695,0.3995299586394208,0.038880000000000005,0.1577152500368934,0.08749331074627348
D1,2,defocus_blur,0.81914,0.7981817469978333,0.1268236614498496,0.3008920913171768,0.16318261830375588,0.1994179577732197,0.015880000000000005,0.07990940546814158,0.05112779380832109
D1,2,glass_blur,0.57456,1.9376295449447631,0.2937362115877867,0.6912745938682556,0.38569981214027155,0.4954175659443118,0.050980000000000004,0.19431317763775693,0.11433750514610704
D1,2,motion_blur,0.78324,0.9432959824562073,0.1461263743239641,0.3565150839662552,0.2094096928572585,0.2584232108469389,0.02183999999999999,0.10309668833581508,0.06542253874939459
D1,2,zoom_blur,0.7736999999999999,0.9770251224136353,0.1533447670686245,0.37080345956325533,0.21704043611906584,0.2660125616453,0.02240000000000002,0.10652237794398116,0.06757362929475323
D1,2,snow,0.828,0.7313047316837311,0.1134891763484478,0.28179735087394714,0.17677740943415207,0.22228367570632138,0.01854,0.08799892267577195,0.05363165977819504
D1,2,frost,0.7934,0.9209132083511352,0.13866607546955348,0.3396348752784729,0.2047645805117808,0.25807639287283846,0.0226,0.10207603008404253,0.06158074618209798
D1,2,fog,0.8886999999999999,0.449678054189682,0.071566307246387,0.18002675116539002,0.12176289887052087,0.1497262985314324,0.011240000000000028,0.059802194068909645,0.037878954204909325
D1,2,brightness,0.93564,0.2571126543521881,0.040428255918622015,0.10562549449920654,0.07576416138616973,0.09190983904361026,0.006000000000000005,0.036907962759097766,0.0236225497179738
D1,2,contrast,0.76284,1.031864046974182,0.15971933289289475,0.3808532442235947,0.23332132629906702,0.2919608030332258,0.02631999999999999,0.1152577960497067,0.06426595849462355
D1,2,elastic_transform,0.8461000000000001,0.6276337033271789,0.09751768688768148,0.24964744988441467,0.16898826411543122,0.20742895382066082,0.017280000000000007,0.08297686989293569,0.05251940244978462
D1,2,pixelate,0.74912,1.2187329077148439,0.18411617756277324,0.4211354016637802,0.1998696466351929,0.24828001914673134,0.026620000000000022,0.09891945814557218,0.05311104283804449
D1,2,jpeg_compression,0.79478,0.8498657762145996,0.13550072527825832,0.334388328294754,0.2083869937999628,0.26155861466236413,0.02147999999999999,0.10353705973197823,0.06448204076632513
D1,2,speckle_noise,0.63904,1.794526494987011,0.2594804328504205,0.5965270327313245,0.2962740497950662,0.3697915389181249,0.03204,0.14676231818273383,0.08645526537054349
D1,2,gaussian_blur,0.71416,1.3485443035125733,0.21144320921003817,0.4800333776760101,0.2220404100194818,0.2739460109421355,0.023719999999999984,0.10927765976957803,0.06936232526277357
D1,2,spatter,0.84554,0.6556872758865356,0.10256274840652943,0.2547300493049622,0.15696576030255877,0.19594931937511545,0.01581999999999999,0.07779806696142827,0.04792205966948406
D1,2,saturate,0.92022,0.3228649961453676,0.04960902117729187,0.13059071913253517,0.09341553992573637,0.11419036812524894,0.00788000000000002,0.04571017500827952,0.028914694349964704
D1,3,gaussian_noise,0.4773,2.9008215548324583,0.41555329959750176,0.9062809314727783,0.31196437922765413,0.37617389059040957,0.03283999999999998,0.15116626994066407,0.09833414719340125
D1,3,shot_noise,0.603,2.0635622518730163,0.30023966493427756,0.6739141270637512,0.28200245452351225,0.3408378755544149,0.029339999999999988,0.13687807620246648,0.0886756701058739
D1,3,impulse_noise,0.57106,1.9610848838460446,0.2878787045508623,0.6843204626387358,0.41290095712760233,0.5165334749063303,0.05023999999999997,0.2033108345901811,0.11773252317772087
D1,3,defocus_blur,0.82636,0.7415925947999954,0.11779001300513744,0.284413294479847,0.16783859561967607,0.2001503144421766,0.01449999999999998,0.08064291916131783,0.055828301035190625
D1,3,glass_blur,0.55398,2.0497981995773316,0.31138865456521514,0.7264045887470245,0.394527988341673,0.49856022280828677,0.05179999999999998,0.1960747896679227,0.11987937030564504
D1,3,motion_blur,0.77844,0.9531344197463989,0.1491578292429447,0.3619549502849579,0.21440269502703332,0.2575304840711516,0.01983999999999999,0.10348697049412314,0.07067322086983435
D1,3,zoom_blur,0.78996,0.8888993416023254,0.13835226709008216,0.3426253930044174,0.21473160502886515,0.25743847989390023,0.020600000000000018,0.10354647334884037,0.0703483418022483
D1,3,snow,0.83626,0.6838732043075562,0.10540267436653376,0.265398787727356,0.17731464693199844,0.2185807174692239,0.015979999999999994,0.08691132504330792,0.056359245354797034
D1,3,frost,0.7981199999999999,0.8934630419445038,0.1340439070892334,0.3295330324697494,0.20304819332573446,0.25089570579966414,0.02235999999999998,0.09970700735075767,0.06508481726269419
D1,3,fog,0.8888199999999999,0.46053152190208435,0.07222778022944927,0.181681994702816,0.11953022559312813,0.1432817861596949,0.009999999999999986,0.05767396564191047,0.03936009884244222
D1,3,brightness,0.93672,0.24518214580059053,0.03739028627425432,0.10273053734540939,0.08143359327367244,0.09752144582981563,0.006259999999999999,0.03924748758880863,0.02657890955598276
D1,3,contrast,0.7714,0.9848735440063476,0.14713691148996355,0.35866736664056775,0.23627736612271458,0.2916708479024429,0.021740000000000002,0.11525058736281663,0.07603932473147598
D1,3,elastic_transform,0.8455,0.6232802631092071,0.09723992292463779,0.24882169246196748,0.1720237897202873,0.2059116901034978,0.016159999999999997,0.08292258169874238,0.056000425730188215
D1,3,pixelate,0.7622599999999999,1.1475425224971771,0.17097424404859543,0.39713649107456206,0.19997337915756855,0.24282406034996792,0.027279999999999992,0.0973563868755157,0.05620205542463706
D1,3,jpeg_compression,0.7978,0.8370537879943848,0.13141023962795734,0.32764977855682376,0.21197085482932396,0.2598448483521247,0.021179999999999997,0.10354490023964036,0.06823359491299963
D1,3,speckle_noise,0.64146,1.8036201993915437,0.26267583088159563,0.5982634572568536,0.2810124500911241,0.34183539967215504,0.028719999999999968,0.1368667324853599,0.08807117005436535
D1,3,gaussian_blur,0.73488,1.2021465256452561,0.18828526194691658,0.43741583924770355,0.22873919635979284,0.27645847921648264,0.02185999999999999,0.11075730619101917,0.07661508000416359
D1,3,spatter,0.85122,0.6218879595375061,0.09703134594231844,0.2432470413303375,0.1577779107580267,0.19307204335854622,0.014900000000000002,0.07703888430912054,0.048780770703012406
D1,3,saturate,0.92148,0.30804253333568576,0.048049792287945745,0.12740098802804947,0.09603633479002456,0.11537931873631954,0.007100000000000018,0.046372124030471314,0.03095417732125518
D1,4,gaussian_noise,0.54666,2.1402317325592044,0.31397886718481777,0.7354228631782532,0.4042847516016179,0.4854391673678451,0.04900000000000002,0.19551901161677943,0.10509821585406937
D1,4,shot_noise,0.6597,1.5894268300533294,0.2269509483978152,0.5490786383318901,0.3298774859007087,0.39685164313287413,0.038680000000000006,0.15979592374110235,0.08574351087995986
D1,4,impulse_noise,0.5466,2.2075099276924135,0.32034091437339784,0.7397442885541916,0.39716394344065803,0.4852977031435992,0.06502,0.19418865962618,0.09090676694699551
D1,4,defocus_blur,0.82588,0.7361306332969666,0.11256391645997763,0.28071028893232347,0.18411135597196698,0.21376739166842715,0.016139999999999998,0.08736121193566136,0.04949322714998242
D1,4,glass_blur,0.59028,1.8248805835342408,0.2722591694998741,0.6574167162132263,0.4041651544509537,0.5008187853097776,0.05931999999999997,0.19929244227618192,0.10270708495919685
D1,4,motion_blur,0.78916,0.8869577163600921,0.13870055710852147,0.34280492975711824,0.21518907337583834,0.25274577119708763,0.020420000000000015,0.10287753015322844,0.05770338586043162
D1,4,zoom_blur,0.78706,0.8780614672529697,0.1341945438453555,0.34101872404813766,0.23418725799595472,0.2729117000338307,0.022440000000000015,0.11140582695274555,0.062008715301326636
D1,4,snow,0.8315,0.7102735847568512,0.10797370392024516,0.2747782915019989,0.18348229003140878,0.21932350838460785,0.01854,0.08855518936336915,0.048140278631511255
D1,4,frost,0.8034,0.8559985576438904,0.1279978659799695,0.31940713061332704,0.2059522358230484,0.24828379897156788,0.022540000000000004,0.10003769308961608,0.05447253010423325
D1,4,fog,0.88778,0.470895947432518,0.07379534933924675,0.18477829382658004,0.11813172399883158,0.13857686229414481,0.009440000000000004,0.05643050657881695,0.03152135529938037
D1,4,brightness,0.9372199999999999,0.24828003237247467,0.03803000710785389,0.10228618106126786,0.07863027218126575,0.0914175582783256,0.005459999999999998,0.037341473414075545,0.02052320104285449
D1,4,contrast,0.76702,1.0570024093723298,0.1638822191861272,0.3842357488679886,0.20846410012514563,0.24989435257142992,0.01971999999999998,0.10064922372996099,0.054799844767650256
D1,4,elastic_transform,0.85196,0.589528586063385,0.09042836829721927,0.23763178711891175,0.1740773598421202,0.20305745850602455,0.014559999999999995,0.08287323653025087,0.04626899055259491
D1,4,pixelate,0.7454999999999999,1.273124980096817,0.18751405585289002,0.4275069830751419,0.20101929864775273,0.24359248116492468,0.02787999999999997,0.09812732072426986,0.048950911064094264
D1,4,jpeg_compression,0.79274,0.8513402627182006,0.133758488047719,0.3352624052810669,0.21962428355757146,0.2612235765491449,0.02033999999999998,0.10564754220104931,0.058467988094768206
D1,4,speckle_noise,0.68172,1.4907380198764801,0.2111929082018137,0.5124404675385356,0.3132093204630318,0.3786767479886784,0.03529999999999998,0.15224448575277394,0.08086716125337802
D1,4,gaussian_blur,0.73514,1.1584007577037811,0.1708756540966034,0.42045323766469955,0.2755760254341725,0.32137420825207547,0.02956000000000001,0.1310315800179313,0.07468386130095227
D1,4,spatter,0.84262,0.6771476117777825,0.10416065897971391,0.2592760279250145,0.16409673656570142,0.19565905615940107,0.018079999999999985,0.079118332672036,0.04120596254671759
D1,4,saturate,0.91812,0.32217165593981745,0.05082578020513057,0.1319897849404812,0.09642115509049734,0.11212999762296152,0.008000000000000007,0.04581182462349369,0.02495024159201493
D1,5,gaussian_noise,0.47908,2.748245710430145,0.39829035950630903,0.8828465628242492,0.3529617267170228,0.3931296452904085,0.03018000000000003,0.16116710447756633,0.11304772016553619
D1,5,shot_noise,0.60406,1.9357401560127736,0.2872025529512763,0.6561816523909568,0.31500528189708854,0.35051768038919023,0.027559999999999984,0.14387231142231346,0.09752516294458614
D1,5,impulse_noise,0.52132,2.487845530433655,0.3424985877969861,0.7873354269123077,0.3925239613579452,0.43094214969293676,0.033420000000000005,0.17795444298115065,0.07731337520640646
D1,5,defocus_blur,0.8327,0.6994329592514038,0.10625662270992994,0.2690575213718414,0.18451619604996203,0.20269291705953366,0.014000000000000035,0.08407235227602583,0.05791274983503558
D1,5,glass_blur,0.55008,1.9945887780761717,0.2965251386639476,0.7171492979621887,0.45062381751186503,0.4984979012676998,0.03508,0.20513907641531143,0.09736957879490606
D1,5,motion_blur,0.77618,0.9394888291549683,0.14178729794979095,0.35961356273174283,0.24482804019838628,0.26967207334833393,0.017800000000000017,0.11157860905290494,0.07386539002179222
D1,5,zoom_blur,0.78904,0.8742365605926514,0.13036088913202287,0.33734758823871613,0.24136915934086078,0.2619783185168932,0.020320000000000005,0.10931403366182726,0.07324798690708664
D1,5,snow,0.83076,0.6971317614936828,0.10452318441957235,0.27165481943130493,0.194887965335279,0.21563306249179703,0.013119999999999998,0.08900499289648889,0.05157131643334213
D1,5,frost,0.79302,0.8924511977958679,0.1326225073608756,0.33410584094047546,0.22312230778678233,0.24787358659871708,0.016979999999999995,0.10203458103015028,0.06338114663605751
D1,5,fog,0.88726,0.4623377756023407,0.0707849544236064,0.18326138506412507,0.12878422678303178,0.14134585890131712,0.008419999999999983,0.05866130102372141,0.03814480192819007
D1,5,brightness,0.94026,0.23472033415794374,0.03481378011405468,0.0958518811893463,0.0799616613862128,0.08778443590821407,0.004239999999999999,0.03644255485344926,0.02277093392927214
D1,5,contrast,0.76754,1.0081546843242646,0.15135887655615807,0.36927568607091904,0.24611583229948475,0.2706571561056416,0.034339999999999996,0.11236728375151564,0.06384331927919137
D1,5,elastic_transform,0.8486400000000001,0.5977077139282226,0.0894139368095994,0.24221996924877165,0.18675376878615615,0.20363695754292246,0.01319999999999999,0.08472206324985372,0.05503864524267711
D1,5,pixelate,0.74952,1.2411122600650788,0.17716354799181225,0.41793196473121647,0.21771512499835285,0.2347322259033419,0.021220000000000017,0.09823198909272178,0.03523423003249637
D1,5,jpeg_compression,0.79296,0.8463569085884094,0.12771543848127126,0.3334505603313446,0.23756855783679406,0.2649884756984038,0.017600000000000015,0.10890302463325496,0.06700216870396629
D1,5,speckle_noise,0.64,1.712929401898384,0.25614274361342193,0.5921269392335414,0.3037447449686698,0.33953725254140504,0.024980000000000002,0.13903782201959425,0.09227234350474423
D1,5,gaussian_blur,0.74796,1.097984582862854,0.16199922078192233,0.4026898057460785,0.26724482157149815,0.2974912752778735,0.02367999999999999,0.12246722516686563,0.08480555718020395
D1,5,spatter,0.85276,0.6131934095382691,0.09068166477769612,0.23893553483724594,0.1725852499134501,0.1920378964054762,0.01322000000000001,0.07899169904938433,0.0416467775032711
D1,5,saturate,0.9231,0.3053066236579418,0.04539067920207977,0.12442789080321788,0.09902556985983683,0.10967361458911298,0.005899999999999994,0.04529680766445638,0.02861695774254211
