model,seed,corruption,severity,accuracy,NLL,ECE,Brier,predictive_entropy,initial_predictive_entropy,prediction_change_rate,mean_gate,mean_relative_effective_update
A,5,jpeg_compression,5,0.7149,1.1469934370040893,0.17549590124487877,0.45201798186302183,0.33017410524022417,0.33017410524022417,,,
A,1,speckle_noise,1,0.8626,0.5511250830024481,0.08399276923537255,0.21881110625714065,0.1642947935859207,0.1642947935859207,,,
A,1,gaussian_blur,1,0.95,0.19392296520471572,0.028543286202847958,0.08103636047840118,0.06972832052956801,0.06972832052956801,,,
D1,2,elastic_transform,4,0.802,0.8415774662017822,0.127308207090199,0.3249824275493622,0.20929198735939863,0.25687988579915255,0.023900000000000032,0.10278873618864016,0.06497069981023212
A,1,jpeg_compression,4,0.7657,0.9435010332107544,0.13981921371221542,0.37221734647750854,0.28547861818870296,0.28547861818870296,,,
C,1,gaussian_noise,3,0.3939,3.087650635147095,0.45068876871019603,1.0048193798065186,0.4497599222471705,0.4555891427763738,0.01870000000000005,,0.07723626134743844
A,5,contrast,3,0.8784,0.47283440780639646,0.0707946103155613,0.19351811380386352,0.15442424608985894,0.15442424608985894,,,
A,2,shot_noise,1,0.8691,0.5195619000911713,0.07707065870463849,0.2104807270169258,0.16475328199721406,0.16475328199721406,,,
A,5,fog,3,0.9205,0.31150594744682314,0.04606169868707657,0.12696371443271637,0.10403330130583491,0.10403330130583491,,,
D1,1,spatter,3,0.8233,0.755045153427124,0.11447238683253527,0.2904254173755646,0.1903651780386892,0.24765794643313274,0.01759999999999995,0.0970739457132969,0.05599794880275646
D1,2,saturate,4,0.9259,0.2992198444291949,0.04622171698212624,0.12239948961362243,0.08726329577457217,0.1082070306414651,0.005800000000000027,0.04304814361003228,0.027255559534047985
A,4,contrast,1,0.9437,0.21182324478626252,0.0322238294094801,0.08974420169591904,0.07542919331780432,0.07542919331780432,,,
D1,1,zoom_blur,1,0.8912,0.4313520558357239,0.06459734783172608,0.17611733508110047,0.13697565204336135,0.16881210245054099,0.011199999999999988,0.06757224621571124,0.042455484720010934
C,5,frost,1,0.9053,0.37404457907676697,0.055473758813738824,0.1519669900894165,0.12133540520004171,0.12236410258561664,0.008499999999999952,,0.07116760330371973
C,5,shot_noise,2,0.7799,0.9412471571922302,0.13988323075324297,0.35606634621620176,0.23774056923395837,0.2398174470627564,0.013900000000000023,,0.07327425677843548
D1,1,jpeg_compression,1,0.8655,0.5296242931365966,0.08655152672827243,0.21585920519828797,0.144819475141968,0.18322573230371927,0.013599999999999945,0.07261083584360749,0.04462219918871246
C,1,motion_blur,4,0.7641,0.9479937941551209,0.1461765119627118,0.3774069264411926,0.2751242862065439,0.27417258114047,0.01749999999999996,,0.07795179030099646
D1,2,fog,4,0.8923,0.41930923213958743,0.06695146123766899,0.1735265073776245,0.12424640540305408,0.15242162871792098,0.011700000000000044,0.06094497807339164,0.0384342347361308
C,2,shot_noise,1,0.8552,0.5870531700134277,0.08958457186818122,0.2332167552947998,0.1678203971074865,0.1691795623059472,0.008299999999999974,,0.0705381161590872
D1,5,saturate,3,0.9506,0.2014761983394623,0.0293669635027647,0.0822652391076088,0.06833995950352109,0.07459152665328293,0.0030999999999999917,0.03107642129168647,0.019859377610239048
A,1,frost,1,0.9077,0.3472108418941498,0.0537082723736763,0.14601095995903016,0.12269124666341813,0.12269124666341813,,,
D1,4,fog,2,0.9378,0.24888403282165528,0.03825648713409901,0.10245143783092499,0.07595742616657516,0.08777172624695523,0.0041999999999999815,0.035949081936926815,0.01983526718793505
A,3,elastic_transform,5,0.757,0.9474843635559081,0.1410124455884099,0.3822505627632141,0.30677763152973203,0.30677763152973203,,,
A,4,zoom_blur,4,0.7382,1.0518279168128968,0.16034899619072676,0.4150182234287262,0.3044675844317826,0.3044675844317826,,,
A,3,snow,2,0.8146,0.7838172992706299,0.11162300097197295,0.29843015537261963,0.224652945288911,0.224652945288911,,,
A,4,gaussian_noise,4,0.2984,3.6090625942230226,0.5407868947327137,1.1815946228027343,0.47110904328533504,0.47110904328533504,,,
C,2,impulse_noise,3,0.574,1.8199642631530761,0.26308705604970456,0.6621471798419952,0.48650380981571506,0.48138321067428913,0.027699999999999947,,0.07603965066712533
C,1,elastic_transform,5,0.7583,0.9389956993103027,0.14230032486021518,0.38113469314575193,0.30649056237763145,0.3051558583442704,0.01990000000000003,,0.0776650379635207
C,2,motion_blur,4,0.7547,1.03543878326416,0.16100900059044362,0.3973091844558716,0.2562055289686017,0.2554562613180431,0.014800000000000035,,0.07432096059582367
D1,3,brightness,2,0.9477,0.20041595239639282,0.030210760793089868,0.08541466791629791,0.07016300041982759,0.08317259262327716,0.0044999999999999485,0.03362831364926388,0.02287628853337716
D1,2,gaussian_noise,1,0.7932,0.8939405153274537,0.13927286131381988,0.341786497592926,0.20111030018103193,0.24878537186991306,0.021499999999999964,0.0994709007589127,0.06201457380823033
C,1,brightness,4,0.9373,0.24983985056877137,0.034894661544263364,0.10280499532222748,0.08967863166553725,0.09047062394727982,0.007299999999999973,,0.07128784433168855
A,2,gaussian_noise,5,0.2571,4.212438174438477,0.5970803491875529,1.2790614847183228,0.418718589650176,0.418718589650176,,,
A,2,shot_noise,2,0.7689,0.9844989068984985,0.1521417913660407,0.3730366851806641,0.23746460666654748,0.23746460666654748,,,
A,1,snow,3,0.8381,0.652430064201355,0.09680657312870025,0.2587599838733673,0.20111127899157583,0.20111127899157583,,,
D1,3,speckle_noise,4,0.5196,2.494049975204468,0.36228778170496223,0.8095077297210693,0.34613558457768523,0.4225541816023004,0.034599999999999964,0.16902295038988424,0.10760742237569561
C,5,fog,2,0.9322,0.2697922194480896,0.04107454872727394,0.11062587604522706,0.0854029978739767,0.08636873705023608,0.006000000000000005,,0.07044165335857579
D1,2,elastic_transform,2,0.9058,0.3794465892791748,0.059020360377430914,0.15428669986724852,0.1083606073120929,0.1312098427837045,0.009099999999999997,0.05273072015855965,0.03387910576600466
A,2,saturate,3,0.95,0.19949364492297172,0.028245663250982763,0.08320975830554962,0.0740782914087089,0.0740782914087089,,,
D1,4,contrast,2,0.9116,0.3498192335128784,0.05533733894228935,0.1434450310945511,0.10125911339785089,0.11723987951198941,0.007499999999999951,0.047961675838040056,0.026944476408353596
C,5,speckle_noise,3,0.6548,1.590524489402771,0.23360845263451338,0.5592508714199066,0.3276346098722599,0.3312555908164184,0.021299999999999986,,0.0745623948686396
C,2,defocus_blur,4,0.8031,0.8107722041130065,0.12458525811582803,0.3193496229171753,0.21816592718583416,0.2185557797124784,0.01539999999999997,,0.0738415773069871
D1,2,snow,5,0.7725,0.9837847066879273,0.15231131633669137,0.37210203461647035,0.22485810979925444,0.2838215913641325,0.02400000000000002,0.11220814126731905,0.0668569101235668
A,5,zoom_blur,4,0.7268,1.139006368637085,0.172198814111948,0.4389603973388672,0.30177558369978796,0.30177558369978796,,,
A,3,saturate,5,0.8918,0.4260540722846985,0.062162666733562945,0.17174609980583191,0.1418647234351025,0.1418647234351025,,,
D1,2,pixelate,5,0.4701,2.876907169723511,0.419244085252285,0.91294070186615,0.3258075523456151,0.40751338162888423,0.04490000000000005,0.16200956053723928,0.07945106243789606
C,3,shot_noise,1,0.8693,0.5297878582954407,0.07973620869219303,0.21010632753372194,0.1551472275735985,0.15665637663707602,0.009099999999999997,,0.07137872207331278
A,2,contrast,5,0.3358,3.033574750518799,0.45048488616049287,1.0569302125930786,0.6458206277533318,0.6458206277533318,,,
D1,2,snow,4,0.8166,0.7725324285507202,0.12193209301233292,0.30122423100471496,0.18659299947679392,0.23506664316047682,0.02070000000000005,0.09291480565558595,0.05707508356409616
A,1,spatter,1,0.9204,0.30772533271312713,0.04659194779396057,0.12778166601657867,0.10732206667966093,0.10732206667966093,,,
A,5,spatter,1,0.9251,0.28770379331111906,0.04201493836939335,0.11993961928486824,0.10531076133280876,0.10531076133280876,,,
D1,3,saturate,1,0.9322,0.26559537348747253,0.039981185382604596,0.11053435314893723,0.08767396610235155,0.10401308723304246,0.005600000000000049,0.042048103156500045,0.028492426899832144
D1,2,spatter,4,0.8563,0.6024972916126251,0.09638727741539478,0.239866837310791,0.14352145105893724,0.17699538843157353,0.013599999999999945,0.07070584465896827,0.04371150242158286
D1,5,pixelate,3,0.8335,0.6952020297050476,0.10102220778167248,0.26686228322982786,0.19695517574466648,0.2165407584109693,0.02210000000000001,0.08959049580209637,0.039195426850266175
D1,2,defocus_blur,2,0.9357,0.25379442887306214,0.039991515320539475,0.10432805054187774,0.07638612006579933,0.09061181689371006,0.00539999999999996,0.03670642833405097,0.02352490441576544
C,3,gaussian_blur,4,0.67,1.3842732749938964,0.2151132788464427,0.5326121890068054,0.3475356801280635,0.34448629689269583,0.02300000000000002,,0.07942583831759335
C,1,pixelate,4,0.6676,1.5404718904495238,0.2290025101184845,0.5428379900932312,0.31080895278095266,0.30958525352461147,0.01970000000000005,,0.07535184352675808
D1,4,fog,3,0.9191,0.31508489999771117,0.05018249523639679,0.12855713539123534,0.09520994029596913,0.110705035980104,0.007099999999999995,0.04520194747905285,0.025184775243506295
A,5,frost,3,0.7845,0.9176538942337036,0.12792790795117617,0.3438338927268982,0.2594349040415953,0.2594349040415953,,,
A,1,glass_blur,3,0.6007,1.721695427131653,0.2601647142261267,0.6357821349143982,0.41577954880385076,0.41577954880385076,,,
A,1,zoom_blur,1,0.8933,0.40933577650785447,0.058973681542277334,0.170172150477767,0.147928774828749,0.147928774828749,,,
C,1,gaussian_noise,4,0.3315,3.5423185020446777,0.5032201227128505,1.1144979705810547,0.4732002499982889,0.4812086537695257,0.016599999999999948,,0.07746653450255508
D1,1,elastic_transform,1,0.9104,0.33837558698654174,0.052484335999190806,0.1427199675321579,0.11496376640816743,0.14176274694908061,0.00990000000000002,0.05669654004006539,0.035419746725177004
A,3,impulse_noise,3,0.5329,2.166821710586548,0.3163289623558521,0.7487455446243286,0.4507741966812115,0.4507741966812115,,,
C,3,motion_blur,3,0.762,1.014494425201416,0.1518933887988329,0.38983351078033446,0.2621329014256189,0.2611923512693145,0.01849999999999996,,0.07603928330050806
C,2,contrast,4,0.7763,0.916609206199646,0.1414936638176441,0.36014222917556765,0.25012938865928447,0.2486290585282666,0.015100000000000002,,0.07453678471630677
C,2,glass_blur,5,0.5154,2.2691882667541505,0.328846753667295,0.7874792415618896,0.4679212433562148,0.46280839994542183,0.022700000000000053,,0.07751512576086624
C,5,fog,3,0.9123,0.3586564399719238,0.05303279243707657,0.1440513669013977,0.10713743318454072,0.10780308105700824,0.007399999999999962,,0.07123532746869042
A,3,speckle_noise,3,0.6574,1.573205980682373,0.23480744747370483,0.563338713645935,0.32152979683502925,0.32152979683502925,,,
D1,2,defocus_blur,3,0.891,0.43300601024627683,0.06878890453279018,0.17750015211105347,0.12203697886498995,0.14601252422871475,0.011700000000000044,0.059062268304436776,0.03803354535207721
A,4,brightness,1,0.9501,0.1867762725710869,0.02737221835553646,0.08028590784668922,0.07211349803932245,0.07211349803932245,,,
A,2,spatter,3,0.8255,0.718062284374237,0.10293849302083254,0.2791539797782898,0.2212674185752403,0.2212674185752403,,,
C,1,frost,1,0.9113,0.3480008599758148,0.049021333387494086,0.1413395440340042,0.12413585647463624,0.12494315084285917,0.008600000000000052,,0.0719937837586577
C,3,contrast,5,0.3064,3.1108254035949705,0.4474152078896761,1.0708270310401917,0.7339162828493165,0.6999432608921605,0.056499999999999995,,0.08733427802541827
A,4,spatter,2,0.8686,0.5335985379219055,0.0768465087428689,0.2115527151823044,0.1666739580840018,0.1666739580840018,,,
A,2,spatter,2,0.8682,0.5307938254356385,0.07538135115802289,0.2122282141685486,0.17628168503687483,0.17628168503687483,,,
D1,1,contrast,5,0.3078,3.4001380348205568,0.469062081758678,1.0878121106147767,0.6426848098324961,0.8221579028780805,0.10540000000000005,0.32394112381096446,0.20628565363306028
D1,5,shot_noise,1,0.8645,0.535642852216959,0.08247654912471772,0.21389062279462814,0.15837733163165102,0.17290346197722248,0.011800000000000033,0.0719576921525256,0.047620696580825135
A,5,motion_blur,4,0.7445,1.047256248664856,0.1606490041434765,0.4039424214363098,0.2811451000111061,0.2811451000111061,,,
A,1,glass_blur,5,0.5044,2.2485826763153076,0.326858156016469,0.7922166373252869,0.49760026476993224,0.49760026476993224,,,
C,5,elastic_transform,3,0.8602,0.5562714325904846,0.08441601768136024,0.22399061336517334,0.16917798811835819,0.170243378853827,0.011299999999999977,,0.07349877097938756
A,5,pixelate,4,0.6501,1.6482732643127442,0.2426436691775918,0.5739974524497986,0.3164954356689443,0.3164954356689443,,,
C,2,brightness,5,0.9134,0.3374198655128479,0.050283074709773064,0.137927850484848,0.11453561741218436,0.11615017943960847,0.006900000000000017,,0.07004672652350459
A,3,brightness,5,0.9108,0.34793653440475464,0.05132545087039471,0.14308542680740358,0.11926740446581098,0.11926740446581098,,,
D1,2,jpeg_compression,1,0.8722,0.5218351684570313,0.08126107480525971,0.20801531767845155,0.13973843397950986,0.17239845575627405,0.01319999999999999,0.0687610143179918,0.043575716186539847
D1,3,defocus_blur,3,0.8932,0.424911177444458,0.0677900555074215,0.17507359275817871,0.11895393657277455,0.1389301420733973,0.009199999999999986,0.05657015779584956,0.039148180532115946
D1,5,gaussian_noise,5,0.276,4.163007223510742,0.5786938261777163,1.2447962171554565,0.4120227690150146,0.4618844154397055,0.03610000000000002,0.18863906058409288,0.14141143755142807
D1,5,glass_blur,3,0.607,1.674033712387085,0.25504837773293254,0.6244957969665528,0.4071595486815204,0.45133018749460463,0.03490000000000004,0.18568108082421045,0.09521038756068452
D1,4,elastic_transform,2,0.9078,0.36328550634384155,0.05467010321766138,0.1490163969039917,0.11447550080678193,0.13284539982087445,0.007399999999999962,0.05432579527240935,0.0304588539782215
C,5,speckle_noise,5,0.3646,3.5316511234283445,0.4857378886058927,1.073775008201599,0.43602306360942894,0.4293952397903602,0.030100000000000016,,0.07518741035312557
D1,4,frost,4,0.7747,0.9933882001876831,0.1459777327388525,0.36829499487876893,0.2370215422188572,0.28759897201629936,0.028900000000000037,0.1156301656114083,0.06280371305774178
D1,5,contrast,2,0.9126,0.34377903785705566,0.05414384010732174,0.1414612054347992,0.10253831370957486,0.11174263297327852,0.0048000000000000265,0.04657321328506465,0.029460479891757475
A,2,brightness,1,0.952,0.1870065357208252,0.026818298375606536,0.07831770834922791,0.06989580390658374,0.06989580390658374,,,
A,4,gaussian_blur,5,0.37,3.010158529663086,0.44228416402041915,1.0194242156982423,0.5460588603185664,0.5460588603185664,,,
A,3,fog,5,0.7574,1.0082618392944336,0.15088541790694,0.3878991083145142,0.2711498176052963,0.2711498176052963,,,
D1,1,pixelate,3,0.8404,0.6661666686058044,0.10255655140578747,0.26110627536773684,0.17509838979496853,0.22597061494002701,0.02059999999999995,0.08900400276302485,0.04916152556782833
C,3,fog,4,0.8881,0.4454313005447388,0.06812027968466282,0.17972758989334106,0.13678820462447475,0.13845978485326924,0.008000000000000007,,0.07225296569636294
A,2,jpeg_compression,2,0.8222,0.7133597393035889,0.10399253336042166,0.2863801296234131,0.2257689687404927,0.2257689687404927,,,
D1,2,frost,3,0.774,0.9896861204147339,0.1517006466254592,0.37100092964172365,0.22368727446655393,0.28302990332935585,0.024700000000000055,0.11182207490564955,0.06712093777256413
C,3,frost,5,0.666,1.5450194980621337,0.21625970735251904,0.5359621621131897,0.35072979177412344,0.3527338556137984,0.01970000000000005,,0.07526327675248547
D1,3,contrast,1,0.9465,0.204486980342865,0.030950820377469063,0.08662162314653396,0.07034355621027352,0.08278844628146326,0.0047000000000000375,0.03358191936243287,0.022826151887408098
A,2,pixelate,3,0.8323,0.6869589114189147,0.09884979194402695,0.2662050770521164,0.20925931095115666,0.20925931095115666,,,
D1,3,snow,2,0.8254,0.7416307657241822,0.11226260180771351,0.28328297491073606,0.19115168644660152,0.23678037732702215,0.01649999999999996,0.09395020688088844,0.060205908807363186
A,2,brightness,5,0.9127,0.33279954872131345,0.048458514966070655,0.1375888425350189,0.12164272128863522,0.12164272128863522,,,
A,4,motion_blur,3,0.7469,1.0558839438438417,0.15914908288568258,0.4068821789264679,0.28022474361468047,0.28022474361468047,,,
A,3,elastic_transform,2,0.9029,0.3800351629257202,0.05508510324209929,0.1545715784072876,0.1299814415926754,0.1299814415926754,,,
A,5,shot_noise,4,0.4583,2.690256982421875,0.384979846483469,0.8801286338806152,0.45035657687476777,0.45035657687476777,,,
A,5,snow,3,0.844,0.6205353523254394,0.09323638686835765,0.2468997724533081,0.19213664390991908,0.19213664390991908,,,
C,5,zoom_blur,4,0.7269,1.1040444923400878,0.16862345971018075,0.4324589849472046,0.31559110233490356,0.31521161651085133,0.01970000000000005,,0.07778416973146153
D1,4,gaussian_blur,1,0.9495,0.1977888602733612,0.030363175746798515,0.0816498719573021,0.06447679170253104,0.07349431705650931,0.0030000000000000027,0.030249107312836473,0.01678962447277851
A,5,shot_noise,5,0.3262,3.649189835357666,0.49753169718384743,1.1065127614974977,0.4968859169761941,0.4968859169761941,,,
A,3,saturate,1,0.9294,0.277657142829895,0.039221174556016924,0.1122763031244278,0.09785957269921236,0.09785957269921236,,,
C,3,glass_blur,4,0.4769,2.5551951648712157,0.3630911498934031,0.8488706851959229,0.47477020616481314,0.46632392709431003,0.02859999999999996,,0.07803285446030761
D1,2,brightness,2,0.9449,0.2176496506690979,0.034534629061818124,0.09008931422233582,0.06559898051152122,0.07858310016114264,0.0040999999999999925,0.031741188174904046,0.02037794601640494
D1,5,contrast,5,0.3311,3.0382634826660158,0.4456631911367178,1.045231102180481,0.6731642162114382,0.7383701285577379,0.1351,0.3072938084357826,0.16180198431164855
D1,4,jpeg_compression,1,0.875,0.5104713090896607,0.07860814098268748,0.20388961791992188,0.14194401707542711,0.16607718789504142,0.010499999999999954,0.06763048694989314,0.037853404434717845
C,5,motion_blur,5,0.6405,1.5671207017898559,0.24185706203728916,0.578003253364563,0.3519420000049693,0.34927055828769227,0.02190000000000003,,0.0785634393368021
A,5,spatter,4,0.8712,0.5307557111263275,0.07720876999795437,0.2103892829656601,0.15891946220347017,0.15891946220347017,,,
A,2,frost,3,0.7892,0.8793420186042785,0.1261421715065837,0.33573748173713686,0.25702215967581726,0.25702215967581726,,,
C,1,gaussian_blur,3,0.7974,0.7848763870239258,0.11828390683233737,0.3209563060760498,0.2600982799823745,0.2593365355182759,0.016599999999999948,,0.07793007326274975
D1,4,defocus_blur,2,0.9388,0.25022451190948486,0.0366716098845005,0.10287751554250717,0.07865742579365033,0.0894412983479735,0.0046000000000000485,0.036877047001816876,0.020633893736855747
A,4,defocus_blur,4,0.7974,0.8129062927246093,0.12322734611481428,0.3245274087905884,0.23597149208332993,0.23597149208332993,,,
D1,3,glass_blur,3,0.6195,1.6906924404144288,0.2601059754937887,0.6185637188911438,0.3527729320018669,0.4442855635744869,0.04379999999999995,0.1750871075991444,0.10989050295503354
C,5,gaussian_blur,4,0.6395,1.480264050102234,0.22724195564240218,0.5701045447349549,0.40110370689698027,0.3978112038052408,0.026699999999999946,,0.08036212891469229
C,3,defocus_blur,1,0.9507,0.19879320051670074,0.02790954976826906,0.08105058914422988,0.06957645075334003,0.07046880235010466,0.0047000000000000375,,0.06946686662095664
A,5,contrast,2,0.9168,0.32771299390792846,0.0477467763826251,0.13360409376621246,0.1097047243375724,0.1097047243375724,,,
D1,1,snow,4,0.8192,0.7544331966400146,0.11820855350494384,0.29528387460708616,0.19029807920554886,0.24548682825585127,0.019100000000000006,0.09652462983244962,0.05743913011647228
C,3,speckle_noise,4,0.5412,2.2323762531280518,0.3204353067845106,0.7455722343444824,0.400023236209777,0.40423441948243416,0.02729999999999999,,0.07498825579428098
D1,3,saturate,3,0.9482,0.19671173584461213,0.030765638503432273,0.08496079018115997,0.06848219054076181,0.0808197507076664,0.0040000000000000036,0.032754174652473496,0.022159018365499356
A,4,saturate,1,0.9301,0.26869802174568175,0.03943640344440937,0.11165948433876037,0.09458685723452655,0.09458685723452655,,,
D1,5,zoom_blur,5,0.6507,1.5296646883010865,0.224681845356524,0.5604154914855957,0.36861597627354203,0.4035407509616518,0.0353,0.1676534574685288,0.11123516954924058
C,5,snow,2,0.8171,0.7700644249916077,0.11383676348775625,0.29568310294151307,0.2102291520017956,0.21069173151246504,0.014900000000000024,,0.07369575537125143
A,5,gaussian_noise,2,0.594,1.8886717365264893,0.28390437215864656,0.6639209699630737,0.35623541739333886,0.35623541739333886,,,
A,2,speckle_noise,1,0.8732,0.5130689961433411,0.07601414413303137,0.20382959611415863,0.15730274557964877,0.15730274557964877,,,
D1,3,snow,1,0.9032,0.38971648836135864,0.059185822749137876,0.15694326281547546,0.11581871142891469,0.1403497078727378,0.008199999999999985,0.056195962640635845,0.03703378359517041
C,5,pixelate,4,0.6793,1.4587290168762208,0.21737603510022163,0.5212736721038819,0.3062731990520144,0.30626953922497924,0.01959999999999995,,0.07418472059117827
A,1,fog,1,0.9479,0.19953872413635254,0.02998195137232542,0.08347110579013825,0.07308987024904927,0.07308987024904927,,,
C,1,contrast,5,0.3749,2.476802912521362,0.3793117106348276,0.9435124526977539,0.7611703846329241,0.7172530860764673,0.04249999999999998,,0.09308476453718195
C,1,shot_noise,2,0.7717,0.9747143604278564,0.14385455788969995,0.3631912974834442,0.2523443676533294,0.253368657080736,0.014800000000000035,,0.07407549253205196
D1,2,gaussian_blur,4,0.6157,1.7327616508483887,0.27927143931686876,0.6412096053123474,0.3092949795271852,0.38306160077247187,0.035499999999999976,0.1527941334135258,0.0978161611268501
C,3,elastic_transform,1,0.909,0.3598956874847412,0.052046458914875984,0.1459328905582428,0.12255223212660639,0.12386864087125432,0.008000000000000007,,0.07175289861603812
A,1,speckle_noise,2,0.7274,1.2100741636276244,0.18045524088144302,0.43892128977775574,0.2761243761551275,0.2761243761551275,,,
C,2,pixelate,4,0.6448,1.6931054210662841,0.246999545070529,0.5809410655975342,0.3210099713180447,0.3206657828586234,0.019299999999999984,,0.07306969712588336
A,3,speckle_noise,5,0.4156,2.8514469039916994,0.41324834994375703,0.9468842000961304,0.506376856013306,0.506376856013306,,,
D1,2,impulse_noise,4,0.3532,3.380219828414917,0.49879034633338454,1.0969243594169618,0.43978998861917934,0.5491430627207388,0.058599999999999985,0.21709379307131652,0.11389220177872998
C,3,frost,1,0.9089,0.35565916471481324,0.052221632713079454,0.144261439371109,0.12030885889087221,0.12205332040328067,0.006700000000000039,,0.07082570105484444
D1,2,glass_blur,3,0.6359,1.6134288648605346,0.24965553005486726,0.5925754144668579,0.33710952923113946,0.43283731993255203,0.04369999999999996,0.16994228659771907,0.1025433918644497
D1,1,impulse_noise,2,0.6898,1.40105553855896,0.217827273067832,0.509470152759552,0.2784161787088233,0.36738979847737935,0.030200000000000005,0.14342772938226991,0.07725069242862458
D1,2,zoom_blur,4,0.7252,1.1891789266586303,0.18811750719845294,0.45029309606552126,0.2561370891516737,0.3140488050015061,0.027200000000000002,0.1257908673025585,0.07941293502951258
A,4,fog,2,0.9359,0.2515050622940063,0.03777300886958838,0.10482770297527313,0.08345294516526629,0.08345294516526629,,,
A,2,jpeg_compression,1,0.8767,0.48346818799972535,0.07057108735442162,0.19595479853153228,0.16173009545084496,0.16173009545084496,,,
D1,1,saturate,5,0.891,0.42408888931274413,0.0698934401422739,0.17312095494270324,0.12148464567049815,0.15306665631029756,0.009000000000000008,0.06071820572245173,0.03659587594743692
D1,2,shot_noise,4,0.4623,2.821182792663574,0.405240841960907,0.9050417860984802,0.3827802860015538,0.4767554994746984,0.04500000000000004,0.1893277099130297,0.11063828965242266
D1,4,brightness,1,0.9508,0.19527032730579377,0.02973026565015316,0.0802521540760994,0.0634850516111008,0.07291871676621668,0.0028000000000000247,0.02992318128521923,0.016546269993850202
A,3,contrast,5,0.3141,3.0592895038604735,0.45944404677897693,1.075751758670807,0.6835609090121579,0.6835609090121579,,,
D1,2,gaussian_blur,3,0.7769,0.9331789025306702,0.15187138131856917,0.36497705669403074,0.21043745105435374,0.2555057349391922,0.021199999999999997,0.10274636661712526,0.06593890215995153
D1,4,motion_blur,4,0.7608,1.0109471187591552,0.15755747132897377,0.38871935081481934,0.24247212782947464,0.2851283188249159,0.022800000000000042,0.11604622242769401,0.06525794047748178
D1,5,snow,1,0.9034,0.38820746555328367,0.05771812762469053,0.1561880123615265,0.12074923872631625,0.13355726215125469,0.006000000000000005,0.05518547255473629,0.0324885481155063
C,3,brightness,3,0.9411,0.2333549578666687,0.033498737217485905,0.09477335262298583,0.0801926897930738,0.08104371616996359,0.00539999999999996,,0.06978999192291069
A,4,glass_blur,2,0.6035,1.6753924356460572,0.2429450021520257,0.617341421508789,0.45295840206192806,0.45295840206192806,,,
C,5,shot_noise,3,0.531,2.2824163970947264,0.3360654813781381,0.7725177805900574,0.3864973507614632,0.3912454149545476,0.024499999999999966,,0.07550848348903849
A,3,frost,1,0.9134,0.3342923126220703,0.04687803887575865,0.13875790829658508,0.1242336745002729,0.1242336745002729,,,
C,2,snow,4,0.8196,0.7545998216629028,0.110329902023077,0.292726539850235,0.216620180440048,0.21749800516708637,0.012199999999999989,,0.0728958912602191
D1,4,brightness,3,0.9399,0.2315373285293579,0.03635949943065643,0.09602658879756927,0.07447717688505363,0.08634912951382867,0.00539999999999996,0.0353021417558848,0.01938516321961727
D1,1,motion_blur,5,0.6839,1.3742754787445068,0.21653883436322213,0.5133611406326294,0.29566821833020657,0.37792985038873156,0.029200000000000004,0.1489631613991815,0.09516288948064872
A,2,snow,1,0.9056,0.3831547571182251,0.054564533396065235,0.15288215928077697,0.1256591217093199,0.1256591217093199,,,
D1,5,spatter,1,0.9269,0.2896844245433807,0.04185188271254301,0.11982226181030274,0.0994993972349359,0.11120088577019342,0.0048000000000000265,0.045643766353316705,0.027422430786765678
D1,1,elastic_transform,3,0.8762,0.4803933615684509,0.07456327987015247,0.1987860794067383,0.14842836864371203,0.18458367311308102,0.013299999999999979,0.07355479675419531,0.04662594341510365
D1,1,fog,4,0.8946,0.4110179033279419,0.0630977796882391,0.17138446607589722,0.13002725750332175,0.1632204819916922,0.010800000000000032,0.0648198600521384,0.04032018599336956
A,2,pixelate,4,0.6466,1.6827311571121215,0.2500225855112076,0.5814056470870972,0.3085665838417277,0.3085665838417277,,,
D1,3,motion_blur,1,0.9056,0.3668336403846741,0.057939576190710065,0.15266582608222962,0.11103715985980234,0.13007945236961824,0.00770000000000004,0.05288728083948372,0.036077994969602824
D1,3,jpeg_compression,2,0.816,0.7425939163208007,0.11696443867832422,0.29463682136535646,0.1976405674571055,0.24081173437979306,0.02070000000000005,0.09617305377428226,0.06372130815026232
C,1,elastic_transform,3,0.8727,0.4834784710884094,0.07102409354746342,0.2032221263885498,0.1767345780170115,0.17761454591383227,0.012700000000000045,,0.07470010288557329
A,4,spatter,4,0.85,0.6305891909599304,0.09496935326009989,0.24308239946365356,0.1674177238066797,0.1674177238066797,,,
C,2,frost,2,0.8593,0.5774504267692566,0.08456089280247689,0.22512881293296813,0.17073207820328534,0.17260126080497867,0.010199999999999987,,0.0710208390120838
A,5,speckle_noise,3,0.6634,1.53141681804657,0.22012916663885115,0.538212574672699,0.3377576442695252,0.3377576442695252,,,
D1,5,brightness,2,0.9516,0.19782320256233216,0.028121919894218445,0.07939371117353439,0.06843175269668282,0.07488816854619508,0.0040999999999999925,0.031133597322503676,0.019940427166223046
D1,1,speckle_noise,2,0.7382,1.201876599407196,0.18474076463282108,0.43447086544036867,0.22938675792853463,0.2920462216492946,0.022399999999999975,0.11555410025830692,0.0672905015735694
A,4,snow,3,0.844,0.6378423893928528,0.0910932358622551,0.25091180510520933,0.19988750110016554,0.19988750110016554,,,
A,5,frost,5,0.6671,1.5015536111831664,0.21503972209990024,0.5368332817077637,0.35165884666062486,0.35165884666062486,,,
