model,seed,corruption,severity,accuracy,NLL,ECE,Brier,predictive_entropy,initial_predictive_entropy,prediction_change_rate,mean_gate,mean_relative_effective_update
C,5,glass_blur,1,0.5827,1.865260865020752,0.27691589024811986,0.6696739782333374,0.41963620133837104,0.41839763499900584,0.02529999999999999,,0.07792930403189614
D1,1,snow,5,0.7818,0.9407407865524292,0.14654821533858775,0.3595122061729431,0.2182950297605392,0.2829056908846047,0.022499999999999964,0.11104806041890065,0.06484073455186869
A,2,jpeg_compression,4,0.7717,0.9052036642074585,0.13512502774000168,0.36006426453590396,0.28309750849501,0.28309750849501,,,
D1,1,shot_noise,2,0.7812,0.9689301829338074,0.15028597095757723,0.3616880091190338,0.20528961912201485,0.25962733399572024,0.019499999999999962,0.10303601825979276,0.06097287712503375
C,1,spatter,3,0.823,0.7152089078903199,0.10722920979261398,0.2799033537864685,0.2157260999399703,0.21306803910975577,0.01419999999999999,,0.07447568857872242
A,5,defocus_blur,3,0.8918,0.42457249193191526,0.06152645505964756,0.17431835279464722,0.1418951675478602,0.1418951675478602,,,
D1,3,speckle_noise,1,0.8767,0.5141455823764205,0.07725355688929558,0.20025763245373965,0.14024597341719783,0.16899595232360298,0.013599999999999945,0.06794345679226342,0.04554282499913481
C,1,jpeg_compression,4,0.7753,0.9030130241394043,0.13203000408709048,0.35912234077453614,0.281854533400957,0.28058805955624266,0.019299999999999984,,0.0769097395243924
D1,4,snow,1,0.9008,0.4035362271308899,0.06171807092130184,0.1617428636074066,0.11634150979867554,0.13726522982644965,0.010099999999999998,0.055686444189584294,0.030161299525008577
A,4,defocus_blur,5,0.5412,1.987163624572754,0.2986821397855878,0.7306387399673462,0.4669919350090524,0.4669919350090524,,,
C,5,impulse_noise,3,0.5417,2.051879334449768,0.2945358834117651,0.7251816736221314,0.4857006470435532,0.47442408758559906,0.03869999999999996,,0.07712811368401233
A,2,jpeg_compression,5,0.7289,1.0859982474327088,0.16157760790735484,0.4268563488483429,0.3299025259735441,0.3299025259735441,,,
A,4,pixelate,2,0.8814,0.46372902913093567,0.06798797528743744,0.18768351942300796,0.15720315614236607,0.15720315614236607,,,
A,3,speckle_noise,1,0.868,0.5268105082988739,0.0787095367923379,0.21200862760543823,0.16322701709280663,0.16322701709280663,,,
C,5,defocus_blur,5,0.5603,1.856981404876709,0.2827796045482159,0.6948117519378663,0.47165714887405047,0.465602576048841,0.027200000000000002,,0.08201722855860259
A,3,motion_blur,5,0.6619,1.4450532724380494,0.21889214436262847,0.5400343995094299,0.35259931774854486,0.35259931774854486,,,
D1,5,speckle_noise,5,0.4094,3.0442220695495608,0.44229314998686314,0.9799715970993041,0.42989039984852423,0.48630764383479835,0.034399999999999986,0.19744862788055687,0.1341169060098072
C,3,pixelate,1,0.9286,0.2819050214290619,0.041421693041920664,0.11500666682720184,0.09618941206769377,0.09673660968296753,0.005199999999999982,,0.07018418204843034
D1,4,fog,5,0.7416,1.1544859038352966,0.1804637253701687,0.4315041736602783,0.2315743487766129,0.2757720319694025,0.02300000000000002,0.1116844750378475,0.06294588629424992
A,1,impulse_noise,3,0.5375,2.2062569770812988,0.3117103643283248,0.742575729560852,0.4485786059575563,0.4485786059575563,,,
D1,1,jpeg_compression,2,0.8113,0.7521153192520141,0.1221411559522152,0.3028347927093506,0.19986391368398035,0.2567177013171662,0.020100000000000007,0.10110367920627517,0.061772540651720054
A,2,spatter,5,0.7574,1.096780836868286,0.16236791749447585,0.4010297396659851,0.24563418316241004,0.24563418316241004,,,
A,1,snow,1,0.897,0.4109649571418762,0.060222001288831234,0.16663951814174652,0.13296901631052024,0.13296901631052024,,,
A,4,snow,5,0.7626,0.989683848285675,0.14587628169059755,0.37732447719573975,0.27549714165442274,0.27549714165442274,,,
D1,2,contrast,4,0.7686,0.9524728315353393,0.15568595927655696,0.3773456105709076,0.2288698505164706,0.28905443851724266,0.026100000000000012,0.11415129703230341,0.06819845295011832
D1,2,contrast,1,0.9436,0.22245273761749268,0.03564890725910664,0.09331099231243134,0.06630655118418508,0.07976592235244462,0.0042999999999999705,0.032166030519250974,0.020707051870706993
D1,5,shot_noise,4,0.4721,2.6251686588287355,0.3903435503512621,0.8808270334243774,0.39716935378837515,0.4433359556580108,0.035599999999999965,0.18150971844872354,0.12274625630855251
D1,2,speckle_noise,5,0.4113,3.145557556152344,0.4356930270165205,0.9752802837371826,0.43866048914095446,0.5474490611080226,0.0464,0.21669998977597618,0.12330891310876753
D1,1,jpeg_compression,4,0.7693,0.9577543373107911,0.14952562655806542,0.37451348905563353,0.24162587465240795,0.31208744466659266,0.0232,0.12254125429012201,0.07454878122032627
A,1,defocus_blur,4,0.8068,0.7530806746959686,0.11529945044666529,0.3083634994029999,0.2400086120310589,0.2400086120310589,,,
A,5,pixelate,2,0.8844,0.4379271561145782,0.061856398785114286,0.17962537939548492,0.1640344643246688,0.1640344643246688,,,
A,2,snow,4,0.8216,0.7209042913436889,0.10868098531514406,0.28464658193588255,0.21550506663944835,0.21550506663944835,,,
A,4,gaussian_noise,1,0.7707,0.9237617235183716,0.1428867403447628,0.3628357281446457,0.2544219152774851,0.2544219152774851,,,
D1,1,contrast,4,0.7807,0.8815865653991699,0.1367455380618572,0.35015026092529294,0.24471708447451093,0.3129207111412441,0.024599999999999955,0.12328964892570075,0.07691689172430828
A,2,gaussian_noise,3,0.3813,3.3257768100738527,0.487145294547081,1.0634207820892334,0.3880683685653319,0.3880683685653319,,,
D1,5,shot_noise,5,0.3492,3.4780554336547853,0.4988240952864289,1.0950731002807617,0.43495634863471205,0.4897391464082844,0.036599999999999966,0.19939516084696227,0.14107461678026997
A,3,fog,1,0.9481,0.20399329347610473,0.028848729276657104,0.08327767291069031,0.07330271652059746,0.07330271652059746,,,
D1,4,pixelate,1,0.9291,0.2716803471088409,0.042474605031311514,0.11426488337516785,0.09209722036774619,0.1077247192799463,0.007299999999999973,0.04391379345592771,0.023758658210765216
A,1,contrast,4,0.7755,0.8991517551422119,0.13749500450342894,0.35830787386894225,0.26470618574433613,0.26470618574433613,,,
A,4,snow,2,0.8088,0.7904564346313476,0.11483289023935794,0.3039819095611572,0.23255438412778895,0.23255438412778895,,,
C,5,zoom_blur,2,0.8506,0.5785633822441101,0.08540418379306793,0.23703741993904115,0.19261767678218894,0.19448050880949594,0.0121,,0.07438775882389832
C,1,brightness,3,0.9422,0.22319723587036133,0.032471821215748785,0.09283571016788483,0.08115573872682144,0.08209964018555765,0.006399999999999961,,0.07096931911877462
D1,3,jpeg_compression,3,0.7952,0.8353159381866455,0.13366866128742694,0.3301967498779297,0.21398794015105232,0.2623579087561055,0.01959999999999995,0.10455150140136345,0.06902075765668535
A,2,defocus_blur,1,0.9509,0.1898772138118744,0.02775144120156765,0.07969310534000397,0.06984239532498905,0.06984239532498905,,,
D1,1,saturate,4,0.9258,0.29342169227600096,0.04579696761071682,0.12126443281173706,0.08934935723586532,0.11057755023522477,0.006000000000000005,0.044171398673587825,0.02701590793287231
D1,3,gaussian_blur,3,0.7974,0.8393840145111084,0.13679475708603858,0.3327935097694397,0.19729150944434806,0.23310790968720102,0.016000000000000014,0.09441600356993052,0.0657675712492351
A,3,elastic_transform,4,0.799,0.7999846437454223,0.1182590809121728,0.3187178376674652,0.24635336195258714,0.24635336195258714,,,
C,1,shot_noise,1,0.8613,0.5671717977523804,0.08143442744016648,0.2232243172287941,0.17434847334193765,0.17440670314744347,0.01100000000000001,,0.07274101147386021
D1,1,spatter,2,0.86,0.5859042618751525,0.09219354428648949,0.22838886704444886,0.14804869166352727,0.18998119296889926,0.01429999999999998,0.07492504012541806,0.043122214694430554
A,1,jpeg_compression,3,0.7913,0.8369937107086182,0.12419229176789522,0.333501487493515,0.2543591435556591,0.2543591435556591,,,
A,1,speckle_noise,5,0.3935,3.16806357421875,0.4361743049517274,0.9926952283859253,0.4912590959229972,0.4912590959229972,,,
A,1,jpeg_compression,5,0.7202,1.1389116365432739,0.17431389466673136,0.4456324188709259,0.32042797383542054,0.32042797383542054,,,
A,1,fog,2,0.9353,0.24573461312353612,0.03819048918783665,0.10316552850678563,0.08562185244633001,0.08562185244633001,,,
C,5,spatter,1,0.9264,0.2949168001651764,0.04254555014371872,0.11968712997436523,0.09838511584646767,0.09883826284379757,0.006299999999999972,,0.07047097237060918
A,5,gaussian_noise,1,0.7989,0.8272454689979554,0.12421730329990387,0.3203053328514099,0.2285499913209438,0.2285499913209438,,,
A,4,frost,1,0.9089,0.35883953032493593,0.049518476048111916,0.14536859080791473,0.12762880976732557,0.12762880976732557,,,
D1,5,brightness,1,0.9539,0.18945117325782776,0.027003513991832734,0.07637545558214187,0.06386650097898965,0.06983981792816485,0.0021999999999999797,0.029064362315213418,0.018887847417231467
D1,4,saturate,1,0.932,0.2662346423149109,0.04108145986199379,0.10987108738422394,0.08445678787833895,0.09711238146926916,0.0047000000000000375,0.03983511872104379,0.02215089221189411
A,3,motion_blur,3,0.7506,1.0367249076843261,0.15734057058095932,0.39851995191574097,0.27573282962606466,0.27573282962606466,,,
A,4,jpeg_compression,5,0.7235,1.1225330846786499,0.17098305228948593,0.43800001974105834,0.3174488769949414,0.3174488769949414,,,
A,2,snow,2,0.8217,0.7280380075454712,0.10600917330831289,0.2831642412662506,0.22092388907133137,0.22092388907133137,,,
C,5,elastic_transform,4,0.7885,0.8715820781707764,0.1331988616809249,0.3393432631492615,0.23582472259180504,0.23650880713983205,0.015599999999999947,,0.07490172110096834
D1,3,gaussian_blur,2,0.8917,0.43006591835021973,0.06900322398543358,0.17725741510391235,0.1201208478315908,0.14027459978222032,0.008399999999999963,0.057118494573705055,0.03949861962016505
C,2,gaussian_noise,4,0.2297,4.974214537811279,0.6631450570479035,1.3863169759750367,0.31598692698144876,0.3259458536288119,0.014599999999999946,,0.07239624816600983
D1,1,jpeg_compression,5,0.727,1.1480414501190186,0.17987813822478055,0.4432305430412293,0.2765187487752526,0.35965972347283387,0.02959999999999996,0.1408971626275316,0.08507272079827627
D1,5,elastic_transform,5,0.7537,0.9796693965911866,0.14542663703411818,0.39092421140670774,0.3008819835082395,0.32910329369987595,0.0252,0.13671238866766602,0.08497900292015824
C,5,shot_noise,1,0.869,0.5300349860846997,0.07802151621282101,0.21087717758715152,0.15979078996718163,0.1603003478216444,0.00990000000000002,,0.07178188446829693
C,1,contrast,3,0.8817,0.4807895701408386,0.07011584019362926,0.19436549453735352,0.1508559540756076,0.1518720970783572,0.010000000000000009,,0.07388339006917893
D1,1,fog,1,0.9504,0.19840671904087068,0.029546435087919234,0.08220830903053283,0.06647483425646351,0.08125417159925273,0.0033999999999999586,0.03261903651537529,0.020215902677073204
A,3,snow,3,0.8384,0.6563682419776916,0.09514804468303918,0.25627339000701904,0.20322827322439843,0.20322827322439843,,,
A,1,elastic_transform,3,0.872,0.4886344995260239,0.07287690757364035,0.20485841380357742,0.17012350604868842,0.17012350604868842,,,
C,2,pixelate,3,0.8192,0.7277074914932251,0.11009804101139307,0.2831471944332123,0.21412554974388914,0.21452788898358122,0.01319999999999999,,0.07186668705251692
D1,2,spatter,3,0.8302,0.7048042506217956,0.10757644665241241,0.27519669466018676,0.18731749405061127,0.23712681937880697,0.01970000000000005,0.09357185527021648,0.057644020038202536
C,3,shot_noise,2,0.78,0.9504560147285461,0.1458460995018482,0.35656235086917876,0.22131361263991567,0.22462009345595144,0.013000000000000012,,0.07273975178192396
A,5,brightness,2,0.9512,0.19546738636493682,0.02614087478220463,0.08016228330135346,0.07336172976054077,0.07336172976054077,,,
C,2,shot_noise,5,0.2496,4.588928845977783,0.6257184769332409,1.3232714277267457,0.36347553581863173,0.3742199153281603,0.019100000000000006,,0.07353405474590248
D1,1,brightness,4,0.936,0.2520030028343201,0.03886707854270935,0.1046733722448349,0.08086866079306929,0.10039149062221113,0.006000000000000005,0.04003075621386342,0.02472114469360512
D1,5,contrast,4,0.773,0.9340267833709717,0.145879041659832,0.36551466188430787,0.2430542336213577,0.2703166340657102,0.021199999999999997,0.11140186361532008,0.06702758303070785
D1,1,fog,5,0.7442,1.0582540578842163,0.16313389727771282,0.40364881620407106,0.2748340478094906,0.3531990694393666,0.029100000000000015,0.13890790380012233,0.08721918068236917
D1,1,saturate,2,0.9084,0.3598643795967102,0.05707685344815254,0.14714160225391387,0.10718167082005238,0.13393907085916434,0.007000000000000006,0.053256229156717495,0.03296384852074754
D1,2,frost,4,0.7622,1.0702441528320312,0.15904140437096356,0.3918223407506943,0.23654208065508575,0.29966009284215545,0.026000000000000023,0.11833260538295702,0.07090136014654638
D1,1,glass_blur,3,0.634,1.6148084453582763,0.2526937786281109,0.5947000982284546,0.33629573846397687,0.44224566878393523,0.03990000000000005,0.17261816729505952,0.10036459583392754
A,3,jpeg_compression,1,0.8679,0.5289532257080078,0.0783133481785655,0.21168051929473877,0.1637586165602377,0.1637586165602377,,,
D1,1,snow,2,0.8159,0.777232262802124,0.12188585216403007,0.29983769664764404,0.1899979942140868,0.24678840142319095,0.017900000000000027,0.09676301386759635,0.05686053185350432
A,3,frost,4,0.7658,0.9968370392799377,0.14450941832959652,0.37451670060157777,0.27084142034656544,0.27084142034656544,,,
C,5,brightness,2,0.946,0.21098913166522978,0.03219868381023407,0.08755203711986542,0.07093589569582255,0.07117686481471901,0.0041999999999999815,,0.06966708482402079
C,3,pixelate,5,0.488,2.7248844362258913,0.37799263426810503,0.8552428557872772,0.3895383742648992,0.3921092536147335,0.026100000000000012,,0.07356002741874355
D1,4,contrast,4,0.7675,0.9666230634689331,0.15787827311754227,0.3806928894996643,0.2225699488519109,0.2660482138679654,0.021599999999999953,0.10744620365772668,0.0602765386790868
D1,2,glass_blur,4,0.5006,2.344367761230469,0.3469971190348268,0.8113356716156006,0.4405805859949789,0.5639869889308174,0.061000000000000054,0.22122153436744021,0.12723396476195065
A,2,fog,3,0.9229,0.3045881598472595,0.04463211335837841,0.1240263822555542,0.10208565254841233,0.10208565254841233,,,
A,3,pixelate,5,0.4408,3.082800001144409,0.43281454311311246,0.9476426420211792,0.3661783309704391,0.3661783309704391,,,
A,1,pixelate,4,0.645,1.7060634632110596,0.2507382193461061,0.5889681413650513,0.3099569234358089,0.3099569234358089,,,
C,3,zoom_blur,1,0.8881,0.43005031642913816,0.06540623571276664,0.17803307881355285,0.14540470398981123,0.1475840520019032,0.00990000000000002,,0.07275563248640383
D1,4,impulse_noise,1,0.8165,0.798307475566864,0.12066412603259087,0.30070010516643525,0.19248240517963422,0.2306751430578006,0.021700000000000053,0.09311526226950324,0.0469679905937501
C,2,fog,2,0.9376,0.24765748918652533,0.03625777944624424,0.10158571450412274,0.08342846247314592,0.08411422957599861,0.005499999999999949,,0.06898946784353437
A,2,zoom_blur,3,0.8213,0.7003738176345825,0.10231667298674584,0.28311723568439484,0.23539335502642206,0.23539335502642206,,,
C,2,saturate,2,0.9111,0.3527808620452881,0.051437775322794914,0.1435588761806488,0.11618829205647344,0.1158884638895368,0.007299999999999973,,0.06973826225558327
A,1,elastic_transform,4,0.8125,0.7500156995773315,0.1106418184235692,0.2992906880378723,0.23467030974581138,0.23467030974581138,,,
A,5,frost,2,0.8653,0.5477097610473632,0.07867236328423023,0.21457970805168153,0.17020645373383886,0.17020645373383886,,,
C,1,fog,3,0.9218,0.301111074924469,0.04490296204090118,0.12655378334522246,0.10614456781652552,0.106524357429042,0.007299999999999973,,0.0723652087701772
C,5,contrast,4,0.7423,1.1118765649795532,0.17030981485843658,0.41895986766815185,0.26323388326760033,0.26149307055414245,0.018199999999999994,,0.07632897031358693
A,5,pixelate,3,0.839,0.6285268221855164,0.09262682870328426,0.2531860130786896,0.20743811703424436,0.20743811703424436,,,
D1,1,saturate,1,0.9314,0.2707457018852234,0.04231123622059822,0.11236123703718186,0.08492569555185328,0.10468922444917844,0.005800000000000027,0.041877035299791164,0.026023374211741678
D1,2,saturate,5,0.8923,0.4408079976797104,0.06782511519789695,0.17492054353952408,0.12273746253232239,0.15274996998854332,0.012700000000000045,0.060713108297495634,0.03760754826889875
A,2,fog,5,0.7458,1.0527653430938722,0.16185563174933196,0.4061901469707489,0.2795002219813759,0.2795002219813759,,,
A,1,spatter,4,0.8418,0.6834921300411224,0.10435706310272216,0.2577877774775028,0.1634624135183578,0.1634624135183578,,,
D1,1,snow,1,0.9004,0.4009971324920654,0.062260133427381514,0.16281025149822234,0.11560026098285307,0.14521854235854406,0.01090000000000002,0.057669377237277754,0.03457168541640813
C,5,snow,1,0.9032,0.3947553458213806,0.05712567073702812,0.15623872299194336,0.12260977624375373,0.12325350641169353,0.007600000000000051,,0.07124710362256056
C,5,elastic_transform,5,0.7435,1.056598591041565,0.15921476187556982,0.41111891460418704,0.292279629706312,0.29291829801444547,0.019299999999999984,,0.07597614152886246
D1,1,snow,3,0.8447,0.640312158203125,0.09843709636926651,0.2509275410652161,0.17400938970975693,0.22582958213059465,0.01649999999999996,0.08859506801075961,0.05221151722470004
A,3,glass_blur,2,0.6064,1.7060211399078369,0.2548428913891315,0.6241378452301025,0.4111643434631755,0.4111643434631755,,,
D1,4,saturate,5,0.8832,0.465567688369751,0.07432522857785225,0.1888100694179535,0.13054185470782687,0.1545749027176731,0.012499999999999956,0.06273035277558763,0.03317130563607347
A,5,jpeg_compression,2,0.8151,0.7209780352592469,0.10826154519170522,0.292559245300293,0.2333269172582135,0.2333269172582135,,,
A,4,frost,4,0.7376,1.1080198139190673,0.16178382136672737,0.4155402264118195,0.30216785774222515,0.30216785774222515,,,
C,2,zoom_blur,5,0.6526,1.5128040754318237,0.22726324718147517,0.5634314939498901,0.362522661727079,0.3577728810892499,0.023399999999999976,,0.07772731153434939
C,5,gaussian_noise,3,0.3555,3.4938331642150877,0.5009880794778466,1.0940821044921876,0.4125763861780346,0.4163997351600556,0.028200000000000003,,0.07596809466130043
C,5,elastic_transform,2,0.8998,0.4016667528152466,0.060398046810925005,0.16261241030693055,0.12647774517940125,0.12759767383271245,0.007800000000000029,,0.07207213277655557
D1,2,motion_blur,2,0.8412,0.6710137221336365,0.10233673939406872,0.2641003466129303,0.16897115192690398,0.20461709253676819,0.01639999999999997,0.08229055120509195,0.05268281702519049
C,3,spatter,1,0.9191,0.33447227001190183,0.048113792015612125,0.13364405746459962,0.1052543472213205,0.10603030280278472,0.00649999999999995,,0.07048603439734076
C,3,gaussian_noise,4,0.3405,3.689258224487305,0.5146154527276754,1.1210881576538085,0.41301979519380255,0.42031683726764457,0.026800000000000046,,0.07519111491704364
C,1,shot_noise,4,0.4662,2.5981641647338867,0.37492685799747705,0.8657849250793457,0.4590824102721759,0.46506712500678843,0.021100000000000008,,0.077168666256733
C,5,contrast,2,0.9022,0.40782884731292723,0.06128956153690815,0.16356078610420227,0.11348145220310543,0.11470240483091329,0.007099999999999995,,0.07149814817215171
D1,2,contrast,2,0.9121,0.3493152708053589,0.05555366606116295,0.14334536652565003,0.0980723005103675,0.11892051981340337,0.009499999999999953,0.0477545522022386,0.03017635387391063
D1,4,impulse_noise,4,0.4098,2.9157066120147705,0.4175813852623105,0.9604229286193847,0.5135952366297948,0.63180897924499,0.09089999999999998,0.2519465088071612,0.11606577331077811
D1,3,frost,1,0.9125,0.3403598466396332,0.05267105174064636,0.13980195195674897,0.10900805233514985,0.13247996102436446,0.009399999999999964,0.0530320997685485,0.03577325120029693
A,1,frost,4,0.7522,1.044772957611084,0.15303801428377628,0.3922733497142792,0.28488272833453376,0.28488272833453376,,,
A,3,shot_noise,3,0.5356,2.2849794799804686,0.34448894137591124,0.7855149758338928,0.35784338468922067,0.35784338468922067,,,
C,3,elastic_transform,4,0.803,0.7875191093444824,0.12169432085156441,0.31521250047683713,0.23092238926559222,0.232155969191459,0.016900000000000026,,0.07496936047751208
C,5,impulse_noise,4,0.3075,3.602959257507324,0.5017158453404903,1.1405709171295166,0.5610544228640618,0.537850690006325,0.0383,,0.07609324532401213
C,2,gaussian_blur,1,0.9476,0.19945396852493286,0.031631224963068964,0.08293550699353218,0.06719244526760013,0.0676475426184712,0.0046000000000000485,,0.06827154882164028
C,3,impulse_noise,2,0.703,1.2857763092041015,0.19100066966563464,0.4737469692707062,0.31594283315745997,0.312900243500201,0.02290000000000003,,0.07464919314089576
A,2,impulse_noise,5,0.2512,3.5745181991577146,0.507137661972642,1.1762566774368286,0.7115889080981724,0.7115889080981724,,,
D1,5,gaussian_noise,1,0.7966,0.854149512386322,0.12918789006173612,0.32829033060073853,0.21796749604670912,0.23798875715645845,0.018900000000000028,0.0989181477799318,0.06459473309441886
C,3,contrast,1,0.9446,0.22011631631851197,0.0316273708820343,0.08895588233470916,0.07587579301556106,0.07725146923693246,0.00539999999999996,,0.0697554283665171
A,4,contrast,4,0.7563,1.001131303024292,0.1507656205072999,0.39146514582633973,0.27717802833787575,0.27717802833787575,,,
A,1,zoom_blur,2,0.8637,0.5226429322481155,0.07706510749161244,0.21711049114465714,0.18482768202134175,0.18482768202134175,,,
A,1,pixelate,3,0.8264,0.7200895671844483,0.10329410854130984,0.2771928557395935,0.21373985743917293,0.21373985743917293,,,
C,1,pixelate,1,0.9307,0.26139464511871335,0.03593773141354322,0.10901771793365478,0.10659755890344969,0.10722165427973086,0.007199999999999984,,0.07176549452299757
C,1,glass_blur,1,0.6046,1.7830617311477661,0.25248662424236534,0.6341902637481689,0.42988967558734004,0.42454071235684676,0.026699999999999946,,0.07734687693588559
D1,4,jpeg_compression,3,0.7919,0.8543384033203125,0.13293346750587226,0.33741002750396726,0.2239435266326589,0.26683989326080193,0.020399999999999974,0.10787925148868914,0.05973869949933213
C,1,impulse_noise,3,0.573,1.9107924655914306,0.2725841842904687,0.6708802854537964,0.46165196964928185,0.4565382373645203,0.03710000000000002,,0.07797029051704721
D1,4,speckle_noise,1,0.8747,0.5050266283988952,0.07860880785286427,0.2010117164835334,0.1420734823446779,0.16595504220934817,0.012199999999999989,0.06772313685533154,0.03738964004687349
C,3,fog,3,0.9178,0.32759885864257815,0.0492976216584444,0.13144027156829835,0.10283655383120058,0.10411037055217894,0.006099999999999994,,0.07108645833731211
D1,5,elastic_transform,3,0.8687,0.49669675922393797,0.07672620579004288,0.2075011727809906,0.1636620158018981,0.1782939938329917,0.010000000000000009,0.07423198628663523,0.0500381254364024
D1,2,fog,2,0.9345,0.2522602395057678,0.04138433266878128,0.10608478343486785,0.07600065747336485,0.09136700795057695,0.0050000000000000044,0.036821929857116874,0.023502642217242495
C,2,contrast,5,0.3247,2.939805687332153,0.4374349931150675,1.0423289291381836,0.7002069814091898,0.6672835681056255,0.05449999999999999,,0.08705699788458536
C,3,frost,3,0.7763,0.9634994663238525,0.13815184500515462,0.3564089433670044,0.2556097393106378,0.25695323779407775,0.015599999999999947,,0.07371577834823066
D1,1,spatter,1,0.9237,0.30542713479995726,0.04610219601392746,0.12571975680589675,0.09494209009223704,0.11809818895061472,0.007099999999999995,0.04707269850326362,0.02850268590684989
D1,5,pixelate,5,0.4507,3.0347496549606325,0.42601504683941605,0.9355282124519348,0.3541775287093129,0.37217974355420447,0.033399999999999985,0.15805213916544744,0.03713746606910008
D1,2,jpeg_compression,4,0.767,0.967206051826477,0.15433279590904714,0.3804778504371643,0.2354795238588704,0.29566312907163517,0.027599999999999958,0.11703798246231066,0.07260600962693885
D1,3,motion_blur,4,0.7445,1.0903304719924927,0.17374017960727214,0.41378126907348634,0.24078654755785828,0.290180974322377,0.024399999999999977,0.11639480382206287,0.07945779765781152
C,5,pixelate,2,0.8859,0.4478044309139252,0.06533609272837639,0.17875677704811097,0.14818788426934917,0.14885474073700608,0.010099999999999998,,0.07158657136912756
C,3,brightness,4,0.935,0.26129715270996096,0.0371823133289814,0.10539301786422729,0.08934279004786222,0.09062884315723495,0.00539999999999996,,0.07017536563978997
C,3,impulse_noise,3,0.6042,1.734945569229126,0.2549696451619268,0.6247171993255616,0.4183436094214907,0.41169395720651375,0.02980000000000005,,0.07652879563488585
D1,4,shot_noise,3,0.6259,1.739213409614563,0.24915608449429275,0.6069215579032898,0.36297342607940664,0.4360429174296267,0.04530000000000001,0.17578885463682914,0.09455657201287815
D1,5,snow,5,0.7718,0.9592212734222412,0.14380536334365607,0.366058686542511,0.25043299703346855,0.2764733649296162,0.01849999999999996,0.11426091651968018,0.06657469029173955
D1,5,shot_noise,2,0.7806,0.9412674561977387,0.14117696585953235,0.357248023891449,0.22884996082248543,0.25135821235046896,0.021299999999999986,0.10415830044643638,0.06859685205191646
D1,5,frost,2,0.8606,0.5637138978958129,0.08636490643918514,0.22441500663757324,0.16300515757676332,0.18011716818637505,0.010499999999999954,0.07437456982233755,0.04638929208898706
D1,3,defocus_blur,1,0.9495,0.19074410002231598,0.029245726549625397,0.08118519192934036,0.06645433521367086,0.07784980768550304,0.005199999999999982,0.03162673211958924,0.021521811348010445
A,3,gaussian_noise,2,0.5704,2.102056982421875,0.3168096134662628,0.7283359851837158,0.33417842397483766,0.33417842397483766,,,
D1,4,impulse_noise,3,0.5486,2.1701543796539307,0.3183296048328281,0.7328843952178955,0.3958363583720813,0.4790675167261099,0.06399999999999995,0.19236359271706413,0.089394840022336
D1,4,glass_blur,3,0.6528,1.5053666107177734,0.226718887026608,0.560751354598999,0.3543268354251748,0.4356065619359026,0.047599999999999976,0.17405618347837493,0.09276591300864863
A,4,brightness,2,0.9458,0.20041934398412706,0.030464191302657127,0.08593825876712799,0.07469392837219639,0.07469392837219639,,,
C,2,impulse_noise,5,0.1957,4.041285995483398,0.570448839892447,1.2825777519226074,0.6610950944698533,0.6581136965025333,0.03059999999999996,,0.07821206430611388
A,5,glass_blur,1,0.5962,1.7920783405303955,0.2624446992263198,0.6386639183044434,0.41870011874100893,0.41870011874100893,,,
C,1,gaussian_noise,5,0.277,3.92648737487793,0.5509085966080427,1.2074958572387695,0.49272184200827035,0.5017482716540166,0.016900000000000026,,0.07747851849485231
D1,4,gaussian_noise,3,0.4886,2.398827408218384,0.35222459575384857,0.8257089037895202,0.45866592662329786,0.5515038272976294,0.05700000000000005,0.22199411165903635,0.11914911548975514
D1,5,impulse_noise,4,0.3474,3.3615814010620118,0.46689881367981434,1.0646135808944701,0.5278041875757422,0.5772151634864771,0.04830000000000001,0.23867267096072806,0.09619469672920504
D1,4,speckle_noise,5,0.4829,2.549015674972534,0.34706087385565043,0.8251814589500427,0.4872920533214405,0.5966892649453075,0.05889999999999995,0.23864756552614463,0.12388751318196188
C,5,glass_blur,5,0.5099,2.2492737609863283,0.3298319528803229,0.7838984893798828,0.47866917240346085,0.4763312019737612,0.03200000000000003,,0.0793975915595152
D1,5,gaussian_noise,3,0.3973,3.1375711185455324,0.46612567316889764,1.0216545780181885,0.3947372567830316,0.441638076494023,0.03490000000000004,0.1804367459554371,0.1255970099263091
D1,4,shot_noise,2,0.8061,0.8482316478729248,0.12398889656066894,0.3188277232170105,0.207504926682933,0.24635183816820208,0.022299999999999986,0.09989104772910795,0.055292922793910966
C,5,elastic_transform,1,0.905,0.3760800318717957,0.05580457238554955,0.15410538539886476,0.12448470313955622,0.12620509935390145,0.007299999999999973,,0.0719417630919531
A,2,elastic_transform,5,0.7577,0.955369125366211,0.1386616196319461,0.3846996021270752,0.3161469230447721,0.3161469230447721,,,
D1,5,motion_blur,3,0.7411,1.091396417617798,0.1632352020546794,0.41611596450805666,0.28199272025202515,0.3095596404874581,0.020100000000000007,0.12832666912082688,0.08527541410964691
A,4,saturate,2,0.9082,0.35434296588897707,0.05152535399496555,0.14398497581481934,0.12281906963815563,0.12281906963815563,,,
A,3,gaussian_blur,1,0.9473,0.20436645631790162,0.030133532935380937,0.08397793741226196,0.07205250027305446,0.07205250027305446,,,
D1,2,glass_blur,1,0.6016,1.8009996257781982,0.2727060777336359,0.647230643081665,0.36979451179496825,0.47480556907510907,0.04679999999999995,0.18628016778042222,0.10965330295748404
